period,location_a,location_b,co_mentions
post_election_upto_forming_government,Rajshahi,জামালপুর,1
post_election_upto_forming_government,Rajshahi,নাটোর,1
post_election_upto_forming_government,Rajshahi,রাজবাড়ী,1
post_election_upto_forming_government,Rangamati,রাঙ্গামাটি,1
post_election_upto_forming_government,Rangpur,কিশোরগঞ্জ,1
post_election_upto_forming_government,Rangpur,কুড়িগ্রাম,1
post_election_upto_forming_government,Rangpur,খাও হালুয়া,1
post_election_upto_forming_government,Rangpur,গাইবান্ধা,1
post_election_upto_forming_government,Rangpur,গোপালগঞ্জ,1
post_election_upto_forming_government,Rangpur,জয়পুরহাট,1
post_election_upto_forming_government,Rangpur,ঠাকুরগাঁও,1
post_election_upto_forming_government,Rangpur,পাবনা,1
post_election_upto_forming_government,Satkhira,সাতক্ষীরা,1
post_election_upto_forming_government,Satkhira,সুনামগঞ্জ,1
post_election_upto_forming_government,Shariatpur,শরীয়তপুর,1
post_election_upto_forming_government,Sherpur,Tangail,1
post_election_upto_forming_government,Sherpur,শেরপুর,1
post_election_upto_forming_government,Sirajganj,Sylhet,1
post_election_upto_forming_government,Sirajganj,লক্ষ্মীপুর,1
post_election_upto_forming_government,Sunamganj,Tangail,1
post_election_upto_forming_government,Sylhet,চাঁপাইনবাবগঞ্জ,1
post_election_upto_forming_government,Sylhet,দিনাজপুর,1
post_election_upto_forming_government,Sylhet,নওগাঁ,1
post_election_upto_forming_government,Sylhet,ভোলা,1
post_election_upto_forming_government,Sylhet,শেরপুর,1
post_election_upto_forming_government,Sylhet,সাতক্ষীরা,1
post_election_upto_forming_government,Sylhet,হবিগঞ্জ,1
post_election_upto_forming_government,Tangail,নরসিংদী,1
post_election_upto_forming_government,গাইবান্ধা,জামালপুর,1
post_election_upto_forming_government,গোপালগঞ্জ,পিরোজপুর,1
post_election_upto_forming_government,গোপালগঞ্জ,হবিগঞ্জ,1
post_election_upto_forming_government,চাঁদপুর,ঝিনাইদহ,1
post_election_upto_forming_government,পাবনা,ফরিদপুর,1
post_election_upto_forming_government,সাতক্ষীরা,সুনামগঞ্জ,1
post_forming_government,Chattogram,Dhaka,62
post_forming_government,Dhaka,Gazipur,62
post_forming_government,Chattogram,Noakhali,44
post_forming_government,Barishal,Dhaka,42
post_forming_government,Dhaka,Khulna,41
post_forming_government,Dhaka,Mymensingh,37
post_forming_government,Dhaka,Rangpur,30
post_forming_government,Dhaka,Pabna,27
post_forming_government,Dhaka,Kishoreganj,25
post_forming_government,Cumilla,Dhaka,21
post_forming_government,Jessore,Khulna,21
post_forming_government,Barishal,Bhola,20
post_forming_government,Dhaka,Faridpur,18
post_forming_government,Dhaka,Jamalpur,16
post_forming_government,Dhaka,Narayanganj,16
post_forming_government,Dhaka,Narsingdi,16
post_forming_government,Chattogram,Lakshmipur,15
post_forming_government,Khulna,Satkhira,15
post_forming_government,Dhaka,Noakhali,14
post_forming_government,Dhaka,Tangail,14
post_forming_government,Chattogram,Cumilla,13
post_forming_government,Dhaka,Kushtia,13
post_forming_government,Dhaka,Lakshmipur,12
post_forming_government,Dhaka,Munshiganj,12
post_forming_government,Dhaka,Rajshahi,12
post_forming_government,Dhaka,Sirajganj,12
post_forming_government,Dhaka,Feni,11
post_forming_government,Khulna,Kushtia,11
post_forming_government,Bogura,Dhaka,10
post_forming_government,Chandpur,Chattogram,10
post_forming_government,Chandpur,Dhaka,10
post_forming_government,Chattogram,Cox's Bazar,10
post_forming_government,Dhaka,Manikganj,10
post_forming_government,Dhaka,কিশোরগঞ্জ,10
post_forming_government,Kishoreganj,কিশোরগঞ্জ,10
post_forming_government,Brahmanbaria,Chattogram,9
post_forming_government,Dhaka,Jessore,9
post_forming_government,Dhaka,Natore,9
post_forming_government,Dhaka,Satkhira,9
post_forming_government,Dhaka,নরসিংদী,9
post_forming_government,Mymensingh,Sherpur,9
post_forming_government,Bhola,Dhaka,8
post_forming_government,Brahmanbaria,Dhaka,8
post_forming_government,Cox's Bazar,Dhaka,8
post_forming_government,Dhaka,Sylhet,8
post_forming_government,Khulna,Magura,8
post_forming_government,Gazipur,Mymensingh,7
post_forming_government,Barishal,Gazipur,6
post_forming_government,Bogura,বগুড়া,6
post_forming_government,Chattogram,Khulna,6
post_forming_government,Dhaka,Dinajpur,6
post_forming_government,Dhaka,Gopalganj,6
post_forming_government,Dhaka,Narail,6
post_forming_government,Dhaka,Sherpur,6
post_forming_government,Chattogram,Patuakhali,5
post_forming_government,Dhaka,Naogaon,5
post_forming_government,Dhaka,পাবনা,5
post_forming_government,Dhaka,ফরিদপুর,5
post_forming_government,Bagerhat,Dhaka,4
post_forming_government,Barishal,Patuakhali,4
post_forming_government,Chattogram,Mymensingh,4
post_forming_government,Dhaka,Jhenaidah,4
post_forming_government,Dhaka,Madaripur,4
post_forming_government,Dhaka,Magura,4
post_forming_government,Dhaka,Shariatpur,4
post_forming_government,Khulna,যশোর,4
post_forming_government,Nilphamari,Rangpur,4
post_forming_government,Noakhali,নোয়াখালী,4
post_forming_government,Pabna,Rajshahi,4
post_forming_government,Barguna,Dhaka,3
post_forming_government,Barishal,Chattogram,3
post_forming_government,Bogura,Khulna,3
post_forming_government,Bogura,Rajshahi,3
post_forming_government,Bogura,Rangpur,3
post_forming_government,Chandpur,চাঁদপুর,3
post_forming_government,Chattogram,Feni,3
post_forming_government,Chattogram,Gazipur,3
post_forming_government,Chattogram,Pirojpur,3
